"community_code","chiefdom","phu","community","cahw","id","n_reports","n_animals","findable","as_final_score_r1","as_final_score_r2","mfu_final_score_r1","mfu_final_score_r2","fr_final_score_r1","fr_final_score_r2","sao_final_score_r1","sao_final_score_r2","final_score_r1","final_score_r2","tier_r1","tier_r2","n_reports_std","n_animals_std","findable_std","y_effort_avg","y_qual_2","y_qual_1","y_qual_avg","findable_FALSE","findable_TRUE","n_reports_FALSE","n_reports_TRUE","n_animals_FALSE","n_animals_TRUE","findable_1","findable_2","n_reports_1","n_reports_2","n_animals_1","n_animals_2","n_reports_1_std","n_animals_1_std","findable_1_std","y_effort_1","n_reports_2_std","n_animals_2_std","findable_2_std","y_effort_2","t1_COMC","t1_block","primary_stratum","t3_P4P","t2t3_block","t2_CM","n_all","embedded","conscientiousness","final_score_r2_rescaled","y_anderson","final_score_r2_anderson","ipw"
195,"Lei","Kombayendeh","[redacted]","[redacted]",11950,54,155,0.714285714285714,0.36976745724678,-3.03969097137451,-0.479824393987656,-0.010609551332891,0.407083868980408,-2.2978367805481,-0.197067871689796,-0.14396533370018,0.120950996875763,-2.40378022193909,1,0,0.312680949623625,0.346059388256307,0.714285714285714,0.457675350721882,0.197473934690944,0.369343709607039,0.283408822148992,1,0.333333333333333,39,5,109,8,1,0.333333333333333,39,5,109,8,0.505836575875487,0.545818728092138,1,0.683885101322542,0.0482160077145612,0.0328812166050144,0.333333333333333,0.138143519217636,1,48,"FALSE",0,27,1,69.9047619047619,0.0935850232934625,9,0.19747393737824,0.211927965769896,-0.336257461371001,4
196,"Lei","Kongoifeh","[redacted]","[redacted]",11961,105,631,1,0.468125373125076,0.287961333990097,0.17787079513073,-0.121720865368843,0.511482954025269,0.631752729415894,2.32669162750244,-0.14396533370018,1.2060261964798,0.284133523702621,2,1,0.60799073537927,1,1,0.869330245126423,0.485231768631268,0.546137395234314,0.515684581932791,1,1,39,56,194,380,1,1,39,56,194,380,0.505836575875487,0.971457185778668,1,0.825764587218051,0.540019286403086,1,1,0.846673095467695,0,95,"FALSE",1,66,1,245.666666666667,-0.0467671021984036,9,0.485231790392705,2.55481777402105,-0.109729864797437,4
197,"Lei","Foakor","[redacted]","[redacted]",11970,125,409,0.857142857142857,-0.307725131511688,0.121644206345081,0.116973094642162,-0.109648905694485,-0.235517129302025,-0.616507172584534,1.41667318344116,0,0.224262073636055,-0.266269087791443,1,0,0.723798494499131,0.91315025675374,0.857142857142857,0.831363869465243,0.42630775646443,0.415861203251879,0.421084479858155,1,0.666666666666667,16,81,45,277,1,0.666666666666667,16,81,45,277,0.207522697795071,0.225338007010516,1,0.477620234935196,0.781099324975892,1,0.666666666666667,0.815921997214186,1,60,"FALSE",1,29,1,178.285714285714,-0.166733671051092,9,0.426307773937976,2.04510981997084,0.682760032215586,4
198,"Lei","Kunundu","[redacted]","[redacted]",11980,60,73,1,0.348311066627502,0.116845265030861,-0.30931082367897,-0.180602476000786,-0.358227014541626,-0.0236898809671402,-0.197067871689796,0,-0.176106810569763,-0.0401389077305794,0,0,0.347423277359583,0.162982808662648,1,0.503468695340744,0.450516393275418,0.337150166889652,0.393833280082535,1,1,23,37,33,40,1,1,23,37,33,40,0.298313878080415,0.165247871807712,1,0.487853916629376,0.356798457087753,0.164406083025072,1,0.507068180037608,1,117,"FALSE",0,38,0,44.6666666666667,-0.0392109610234907,9,0.450516413527545,0.276549620348585,0.229477273898365,4
199,"Lei","Gbongongor","[redacted]","[redacted]",11990,60,125,1,0.220786675810814,0.014901289716363,1.22531127929688,-0.14890331029892,0.63749772310257,0.631752729415894,0,0,0.751998901367188,0.215788155794144,2,1,0.347423277359583,0.279080151819603,1,0.542167809726395,0.477914973819863,0.472970332521052,0.475442653170458,1,1,29,21,72,42,1,1,29,21,72,42,0.376134889753567,0.360540811216825,1,0.578891900323464,0.202507232401157,0.172626387176326,1,0.458377873192494,1,35,"FALSE",1,30,0,62,-0.905777229344586,8,0.477914994470695,0.590991844932623,0.299376816876201,4
200,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12001,102,238,1,0.367582261562347,0.202933713793755,1.06616532802582,-0.0569264627993107,0.439630836248398,0.631752729415894,1.21206557750702,0,1.0584831237793,0.338245809078217,2,2,0.590619571511291,0.531368609064524,1,0.707329393525272,0.49102482585689,0.525307619341291,0.50816622259909,1,1,54,38,122,97,1,1,54,38,122,97,0.700389105058366,0.610916374561843,1,0.770435159873403,0.366441658630665,0.3986847513358,1,0.588375469988822,0,101,"FALSE",0,61,1,113.666666666667,-0.555336013053534,8,0.491024846470727,1.28480893030662,0.868643120851094,4
201,"Mafindor","Kamiendor","[redacted]","[redacted]",12010,41,42,0.857142857142857,0.193993091583252,-3.03969097137451,0.372743457555771,-0.189964398741722,0.792491495609283,-2.2978367805481,-0.197067871689796,-0.14396533370018,0.480889618396759,-2.48221826553345,2,0,0.237405906195715,0.0937709310113865,0.857142857142857,0.39610656478332,0.189076657349337,0.424833870035016,0.306955263692177,1,0.666666666666667,29,7,29,8,1,0.666666666666667,29,7,29,8,0.376134889753567,0.14521782674011,1,0.507117572164559,0.0675024108003857,0.0328812166050144,0.666666666666667,0.255683431357356,1,165,"TRUE",1,78,1,27.952380952381,-0.201558038812206,9,0.189076657868819,-0.195146536668486,-1.32023944517315,8
202,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12020,78,176,1,0.232216745615005,0.352101922035217,0.202229887247086,-0.0771285220980644,0.387772589921951,0.631752729415894,-0.197067871689796,-0.00135280040558428,0.26436048746109,0.394055515527725,1,2,0.451650260567458,0.392944853762001,1,0.61486503810982,0.49699959986294,0.396780137713408,0.446889868788174,1,1,19,57,54,115,1,1,19,57,54,115,0.246433203631647,0.270405608412619,1,0.505612937348089,0.549662487945998,0.472667488697082,1,0.67410999221436,1,93,"FALSE",0,44,0,85,-0.100499710092576,9,0.496999622012285,0.903891365154756,0.802977658317819,4
203,"Mafindor","Sambaya","[redacted]","[redacted]",12030,74,208,0.857142857142857,0.168739259243011,0.245520889759064,0.34432452917099,6.22823619842529,0.271411061286926,-0.429692804813385,-0.197067871689796,0,0.228702366352081,2.64138126373291,1,2,0.428488708743486,0.464389372627819,0.857142857142857,0.583340312838054,0.737589769242299,0.394808344149109,0.566199056695704,1,0.666666666666667,14,54,30,158,1,0.666666666666667,14,54,30,158,0.181582360570687,0.150225338007011,1,0.443935899525899,0.520732883317261,0.649404027949034,0.666666666666667,0.612267859310987,1,74,"FALSE",0,32,1,94.2857142857143,0.106622578291043,9,0.737589794734983,0.816907608399194,35.4768022038106,4
204,"Mafindor","Sambaya","[redacted]","[redacted]",12040,63,75,1,0.299514681100845,0.368716537952423,0.565992176532745,-0.0904323160648346,-0.0597322955727577,0.631752729415894,-0.197067871689796,0,0.208783000707626,0.39609506726265,1,2,0.364794441227562,0.167448091091762,1,0.510747510773108,0.497217947629425,0.395921056649597,0.446569502139511,1,1,35,22,38,29,1,1,35,22,38,29,0.453955901426719,0.190285428142213,1,0.548080443189644,0.212150433944069,0.119194410193177,1,0.443781614712416,1,92,"FALSE",1,36,1,46.3333333333333,0.0391437414192399,7,0.497217968687027,0.289394262312602,0.74183130029166,4
206,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12060,146,206,0.714285714285714,0.234394252300262,0.624164283275604,0.742189526557922,-0.109648905694485,0.504811882972717,0.631752729415894,0,-0.14396533370018,0.547906339168549,0.436446070671082,2,2,0.845396641574986,0.459924090198705,0.714285714285714,0.673202148686468,0.501537773425175,0.441510964680911,0.471524369053043,0.5,1,51,93,66,138,0.5,1,51,93,66,138,0.66147859922179,0.330495743615423,0.5,0.497324780945738,0.896817743490839,0.567200986436498,1,0.821339576642446,1,79,"FALSE",1,44,1,117.571428571429,1.0033561535449,9,0.501537794100553,0.543345005473449,0.0721123575114585,4
207,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12070,55,89,0.857142857142857,0.299410045146942,0.549691677093506,0.230648815631866,-0.121685668826103,0.461812913417816,0.631752729415894,-0.197067871689796,-0.14396533370018,0.336142659187317,0.398612558841705,1,2,0.318471337579618,0.198705068095557,0.857142857142857,0.458106420939344,0.497487461001118,0.405642910670466,0.451565185835792,1,0.666666666666667,21,28,45,38,1,0.666666666666667,21,28,45,38,0.272373540856031,0.225338007010516,1,0.499237182622182,0.270009643201543,0.156185778873818,0.666666666666667,0.364287362914009,1,91,"FALSE",1,26,0,48.2857142857143,-0.177326778376288,8,0.497487481789129,0.0925641731251093,-0.0195335592007783,4
208,"Mafindor","Kamiendor","[redacted]","[redacted]",12080,117,236,1,0.333689004182816,0.353586882352829,0.740294873714447,-0.136256501078606,0.656358778476715,0.631752729415894,0,-0.14396533370018,0.659022212028503,0.306476891040802,2,1,0.677475390851187,0.52690332663541,1,0.734792905828866,0.487623765123716,0.45451613715021,0.471069951136963,1,1,36,70,90,105,1,1,36,70,90,105,0.466926070038911,0.450676014021032,1,0.639200694686647,0.675024108003857,0.431565967940814,1,0.702196691981557,1,164,"TRUE",1,75,1,118,-0.814287649950333,8,0.487623786573674,1.27646854983808,-0.166908550851118,8
209,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12091,96,219,0.714285714285714,0.163929834961891,0.231507867574692,0.656932771205902,-0.0996299982070923,0.635541915893555,0.631752729415894,-0.197067871689796,0,0.486467063426971,0.332066565752029,2,2,0.555877243775333,0.488948425987944,0.714285714285714,0.586370461349664,0.490363297395852,0.429910440048382,0.460136868722117,0.75,0.666666666666667,22,65,66,137,0.75,0.666666666666667,22,65,66,137,0.285343709468223,0.330495743615423,0.75,0.455279817694549,0.626808100289296,0.563090834360872,0.666666666666667,0.618855200438945,0,46,"FALSE",0,55,1,105.238095238095,-0.474961688769463,6,0.490363320111974,0.609443724132013,0.644187706624498,4
210,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12101,31,50,0.571428571428571,-0.0218654703348875,0.0323446355760098,-1.0482029914856,0,0.137122794985771,-0.315587401390076,0,-0.14396533370018,-0.289781093597412,-0.188728049397469,0,0,0.179502026635785,0.111632060727841,0.571428571428571,0.287520886264066,0.434609003808626,0.315384013694081,0.374996508751354,0.5,0.666666666666667,9,18,12,32,0.5,0.666666666666667,9,18,12,32,0.116731517509728,0.0600901352028042,0.5,0.225607217570844,0.17357762777242,0.131524866420058,0.666666666666667,0.323923053619715,0,112,"FALSE",0,66,1,27.1904761904762,0.235804407306345,9,0.434609023472095,-0.708244611692686,0.569818956803098,4
211,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12110,61,328,0.857142857142857,0.323876708745956,0.507945001125336,-0.436174392700195,-0.13857938349247,0.698818743228912,0.631752729415894,-0.197067871689796,0,0.244082257151604,0.435928076505661,1,2,0.353213665315576,0.732306318374638,0.857142857142857,0.64755428027769,0.501482319358338,0.384467093835282,0.44297470659681,0.75,1,29,31,165,158,0.75,1,29,31,165,158,0.376134889753567,0.826239359038558,0.75,0.650791416264042,0.29893924783028,0.649404027949034,1,0.649447758593105,1,47,"FALSE",1,23,1,129.952380952381,0.109931995317284,5,0.501482339609442,1.5392904335387,0.525562957513045,4
212,"Mafindor","Kamiendor","[redacted]","[redacted]",12120,72,102,0.857142857142857,0.376153200864792,0.608401775360107,0.850181519985199,-0.0815631225705147,0.512867510318756,0.631752729415894,-0.197067871689796,0,0.586771488189697,0.50479644536972,2,2,0.4169079328315,0.227729403884796,0.857142857142857,0.500593397953051,0.508855104477557,0.444683998522606,0.476769551500082,0.75,1,30,29,40,42,0.75,1,30,29,40,42,0.389105058365759,0.200300450676014,0.75,0.446468503013924,0.279652844744455,0.172626387176326,1,0.484093077306927,1,81,"FALSE",1,42,1,58.2857142857143,0.0784210984748661,8,0.508855126030533,0.17542875401685,0.87291212828956,4
213,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12131,44,74,0.857142857142857,0.013130652718246,0.496528625488281,0.997959911823273,-0.119996301829815,-0.606039881706238,0.485803961753845,-0.197067871689796,0,-0.0269747190177441,0.375233918428421,0,2,0.254777070063694,0.165215449877205,0.857142857142857,0.425711792361252,0.494984633466723,0.374986949084008,0.434985791275365,0.75,1,12,28,24,38,0.75,1,12,28,24,38,0.155642023346304,0.120180270405608,0.75,0.341940764583971,0.270009643201543,0.156185778873818,1,0.47539847402512,0,81,"FALSE",0,60,1,39.6190476190476,-0.618930006342861,9,0.494984653198505,-0.000892918982908886,0.638942121234689,4
214,"Mafindor","Kamiendor","[redacted]","[redacted]",12140,80,349,1,0.311634242534637,-0.0203181523829699,0.816078722476959,-0.132478877902031,-0.115376308560371,0.485803961753845,-0.197067871689796,0,0.267597407102585,0.143740057945251,1,1,0.463231036479444,0.779191783880331,1,0.747474273453258,0.470201777277813,0.406712011037688,0.438456894157751,1,1,38,20,199,25,1,1,38,20,199,25,0.492866407263295,0.99649474211317,1,0.829787049792155,0.192864030858245,0.10275380189067,1,0.431872610916305,1,163,"TRUE",0,75,1,143.333333333333,0.885215966692928,9,0.47020179832205,1.95051693198192,0.392727791756761,8
215,"Mafindor","Kamiendor","[redacted]","[redacted]",12150,35,44,0.857142857142857,0.4278883934021,0.515483558177948,0.888073444366455,-0.106903679668903,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.746185064315796,0.453077852725983,2,2,0.202663578459757,0.0982362134405002,0.857142857142857,0.386014216347705,0.503318305555983,0.463973945274211,0.483646125415097,0.75,1,17,15,25,16,0.75,1,17,15,25,16,0.220492866407263,0.125187781672509,0.75,0.365226882693257,0.144648023143684,0.0657624332100288,1,0.403470152117904,1,162,"TRUE",0,68,1,26.6190476190476,-0.0828625580012783,8,0.503318329619479,-0.184554025452209,0.701935502151276,8
216,"Mafindor","Sambaya","[redacted]","[redacted]",12160,22,50,0.571428571428571,-0.00520887272432446,-3.03969097137451,0.372743457555771,-0.185037076473236,0.164305776357651,-6.55677270889282,-0.197067871689796,0.0716134756803513,0.112425804138184,-4.24836206436157,1,0,0.127388535031847,0.111632060727841,0.571428571428571,0.270149722396087,0,0.381610534306818,0.190805267153409,0.5,0.666666666666667,9,13,21,29,0.5,0.666666666666667,9,13,21,29,0.116731517509728,0.105157736604907,0.5,0.240629751371545,0.125361620057859,0.119194410193177,0.666666666666667,0.303740898972568,1,90,"FALSE",0,32,0,24.1904761904762,0.181123189997071,9,0,-0.710496742440426,0.131366940701419,4
217,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12170,52,102,1,0.182116523385048,0.164108246564865,-2.18496012687683,0.056402150541544,0.574035286903381,-0.151063337922096,-0.197067871689796,0,-0.421430855989456,0.028476282954216,0,0,0.301100173711639,0.227729403884796,1,0.509609859198812,0.457862075420485,0.279184818129764,0.368523446775124,1,1,16,23,32,42,1,1,16,23,32,42,0.207522697795071,0.160240360540811,1,0.455921019445294,0.221793635486982,0.172626387176326,1,0.464806674221102,1,80,"FALSE",1,26,1,51.6666666666667,0,NA,0.457862095652817,0.449909736214769,1.5593916970982,4
218,"Mafindor","Kamiendor","[redacted]","[redacted]",12181,107,181,1,0.141949608922005,0.118385851383209,1.17984104156494,-0.123221464455128,-0.521954238414764,-0.00511458469554782,-0.197067871689796,-0.14396533370018,0.124709725379944,-0.0692078396677971,1,0,0.619571511291257,0.404108059834785,1,0.674559857042014,0.447404384153469,0.395610843365469,0.421507613759469,1,1,50,50,86,83,1,1,50,50,86,83,0.648508430609598,0.43064596895343,1,0.69305146652101,0.482160077145612,0.341142622277024,1,0.607767566474212,0,163,"TRUE",0,82,0,96.3333333333333,0.365890291765786,9,0.447404403904006,0.941383060184401,-0.109276722987672,8
220,"Mafindor","Sambaya","[redacted]","[redacted]",12200,46,54,0.428571428571429,0.186013892292976,0.624350845813751,0.173810958862305,-0.187500730156898,0.696370780467987,0.631752729415894,-0.197067871689796,0,0.372327953577042,0.465441346168518,1,2,0.26635784597568,0.120562625586068,0.428571428571429,0.271830633377726,0.504641899678321,0.409003235872461,0.456822567775391,0.5,0.333333333333333,14,31,15,37,0.5,0.333333333333333,14,31,15,37,0.181582360570687,0.0751126690035053,0.5,0.252231676524731,0.29893924783028,0.152075626798192,0.333333333333333,0.261449402653935,1,87,"FALSE",1,40,1,33.4761904761905,0.0117331472024132,9,0.504641918344954,-0.959788914209808,0.297198552704601,4
221,"Mafindor","Sambaya","[redacted]","[redacted]",12210,92,296,0.857142857142857,0.146599665284157,0.569524705410004,0.645565152168274,-0.121474504470825,-0.586911201477051,0.122258879244328,-0.197067871689796,0,-0.0692049413919449,0.247520416975021,0,1,0.532715691951361,0.660861799508819,0.857142857142857,0.683573449534346,0.481312109590014,0.364549404665598,0.422930757127806,0.75,1,54,34,200,79,0.75,1,54,34,200,79,0.700389105058366,1,0.75,0.816796368352789,0.327868852459016,0.324702013974517,1,0.550856955477845,1,75,"FALSE",0,43,1,129.619047619048,-0.364322162842035,8,0.48131213002369,1.35354486534458,0.694179334865211,4
223,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12230,32,35,1,0.157397285103798,0.358783274888992,0.656932771205902,-0.0224351454526186,0.661417782306671,0.631752729415894,0,0.040786013007164,0.556700706481934,0.439325541257858,2,2,0.185292414591778,0.0781424425094888,1,0.421144952367089,0.501846036638985,0.441215918279102,0.471530977459043,1,1,15,11,17,12,1,1,15,11,17,12,0.194552529182879,0.085127691537306,1,0.426560073573395,0.106075216972035,0.0493218249075216,1,0.385132347293185,1,47,"FALSE",0,26,0,22.6666666666667,0.0901221414088615,4,0.501846059302594,0.0397582887749726,1.29621634338819,4
224,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12240,101,207,0.857142857142857,0.281844109296799,0.369917392730713,-0.479824393987656,-0.0978233143687248,0.574035286903381,0.485803961753845,-0.197067871689796,0.140910819172859,0.156144857406616,0.391184657812119,1,2,0.584829183555298,0.462156731413262,0.857142857142857,0.634709590703806,0.496692255661645,0.373472193591355,0.4350822246265,1,0.666666666666667,10,66,18,127,1,0.666666666666667,10,66,18,127,0.12970168612192,0.0901352028042063,1,0.406612296308709,0.636451301832208,0.521989313604604,0.666666666666667,0.608369094034493,1,70,"FALSE",0,26,1,102.952380952381,0.648935592988978,9,0.496692278871572,0.81761703478503,1.35534817824601,4
225,"Mafindor","Kamiendor","[redacted]","[redacted]",12251,26,36,0.714285714285714,0.308338284492493,0.441459864377975,1.05479776859283,-0.155473083257675,-0.0940172150731087,-0.797483682632446,0,-0.14396533370018,0.411903858184814,-0.288551419973373,2,0,0.150550086855819,0.0803750837240456,0.714285714285714,0.315070294955193,0.423922293582967,0.430421468661632,0.427171881122299,0.75,0.666666666666667,15,10,21,14,0.75,0.666666666666667,15,10,21,14,0.194552529182879,0.105157736604907,0.75,0.349903421929262,0.0964320154291225,0.0575421290587752,0.666666666666667,0.273546937051521,0,162,"TRUE",1,80,0,20.9047619047619,-0.0434824957172867,9,0.423922311949389,-0.514667600251929,-0.0917606941941985,8
226,"Mafindor","Sambaya","[redacted]","[redacted]",12260,100,246,1,0.270238786935806,-3.03969097137451,0.429581314325333,-0.121474504470825,-0.477065950632095,-2.2978367805481,5.17609739303589,0,1.64732646942139,-2.38930416107178,2,0,0.579038795599305,0.549229738780978,1,0.709422844793428,0.199023672987453,0.646161715647524,0.422592694317488,1,1,53,37,134,85,1,1,53,37,134,85,0.687418936446174,0.671006509764647,1,0.786141815403607,0.356798457087753,0.349362926428278,1,0.56872046117201,1,161,"TRUE",1,68,1,115.666666666667,-0.414203269851413,7,0.199023689561337,1.33268418366621,-0.292353045028471,8
227,"Mafindor","Sambaya","[redacted]","[redacted]",12271,54,110,0.857142857142857,0.161084547638893,0.482872366905212,0.514838099479675,4.28503751754761,0.384088486433029,0.631752729415894,-0.197067871689796,0,0.328788906335831,2.35956239700317,1,2,0.312680949623625,0.24559053360125,0.857142857142857,0.471804780122577,0.707419302057377,0.409202560474575,0.558310931265976,0.75,1,19,24,40,46,0.75,1,19,24,40,46,0.246433203631647,0.200300450676014,0.75,0.398911218102554,0.231436837029894,0.189066995478833,1,0.473501277502909,0,161,"TRUE",1,82,1,54.952380952381,0.344523140380722,9,0.707419335522662,0.219300219380452,24.7859217599081,8
229,"Mafindor","Kamiendor","[redacted]","[redacted]",12291,44,64,0.714285714285714,0.319684356451035,0.288720339536667,0.458000242710114,-0.155473083257675,-0.256751984357834,0.631752729415894,0,-0.14396533370018,0.157878056168556,0.269704461097717,1,1,0.254777070063694,0.142889037731637,0.714285714285714,0.370650607360348,0.48368704788114,0.391335674957456,0.437511361419298,0.75,0.666666666666667,22,15,33,23,0.75,0.666666666666667,22,15,33,23,0.285343709468223,0.165247871807712,0.75,0.400197193758645,0.144648023143684,0.0945334977394164,0.666666666666667,0.301949395849922,0,84,"FALSE",1,60,1,36.2380952380952,0.386413582925504,9,0.483687069665364,-0.340848294749659,-0.29464129751576,4
230,"Mafindor","Sambaya","[redacted]","[redacted]",12301,44,95,0.571428571428571,0.295456111431122,0.408117532730103,0.870074689388275,-0.0963451117277145,0.295456111431122,0.631752729415894,0,0,0.521853268146515,0.410740613937378,2,2,0.254777070063694,0.212100915382898,0.571428571428571,0.346102185625055,0.49878584333841,0.440444796725508,0.469615320031959,0.5,0.666666666666667,17,27,48,47,0.5,0.666666666666667,17,27,48,47,0.220492866407263,0.240360540811217,0.5,0.320284469072827,0.260366441658631,0.19317714755446,0.666666666666667,0.373403418626586,0,121,"FALSE",0,56,0,46.5238095238095,1.0033561535449,4,0.498785865377974,-0.43287807036361,0.722941462625977,4
231,"Mafindor","Kamiendor","[redacted]","[redacted]",12310,74,147,1,0.150025621056557,0.473824203014374,0.929754436016083,-0.0947026684880257,0.302728354930878,0.631752729415894,-0.197067871689796,0,0.417368054389954,0.440194696187973,2,2,0.428488708743486,0.328198258539853,1,0.58556232242778,0.501939085044127,0.426050053391069,0.463994569217598,1,1,38,30,89,47,1,1,38,30,89,47,0.492866407263295,0.445668502754131,1,0.646178303339142,0.289296046287367,0.19317714755446,1,0.494157731280609,1,113,"FALSE",0,45,0,74,0.415055901364699,4,0.501939107733569,0.727528408291585,0.754547338206146,4
232,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12320,32,148,0.857142857142857,0.184037744998932,0.252345114946365,-1.07977962493896,-0.125909104943275,-0.208279564976692,-0.777316212654114,0,0,-0.361778199672699,-0.286547511816025,0,0,0.185292414591778,0.33043089975441,0.857142857142857,0.457622057163015,0.424136821368312,0.306446890338326,0.365291855853319,1,0.666666666666667,12,12,70,44,1,0.666666666666667,12,12,70,44,0.155642023346304,0.350525788683025,1,0.502055937343109,0.115718418514947,0.180846691327579,0.666666666666667,0.321077258836398,1,101,"FALSE",1,49,1,60.2857142857143,0.386714967058571,9,0.424136842757876,0.443579713466619,0.655415203124439,4
233,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12331,99,156,1,0.151800468564034,0.258848577737808,0.475051552057266,-0.125909104943275,-0.0815706625580788,-0.660557210445404,-0.197067871689796,0,0.104840077459812,-0.232640624046326,1,0,0.573248407643312,0.348292029470864,1,0.640513479038059,0.429907889836046,0.382312701781577,0.406110295808812,1,1,26,57,62,76,1,1,26,57,62,76,0.337224383916991,0.310465698547822,1,0.549230027488271,0.549662487945998,0.312371557747637,1,0.620678015231212,0,164,"TRUE",1,87,0,85.3333333333333,0.806455842124945,9,0.42990790974708,0.788207019751776,0.645368451169018,8
235,"Mafindor","Koindu Kuttay","[redacted]","[redacted]",12351,105,349,1,-0.376903504133224,0.507374286651611,0.987133681774139,-0.127387300133705,0.32938426733017,-0.616507172584534,-0.197067871689796,0,0.212520822882652,-0.105333685874939,1,0,0.60799073537927,0.779191783880331,1,0.795727506419867,0.443536887933564,0.402912949697808,0.423224918815686,1,1,21,80,82,246,1,1,21,80,82,246,0.272373540856031,0.410615923885829,1,0.560996488247287,0.77145612343298,1,1,0.923818707810993,0,165,"TRUE",1,89,1,151.666666666667,0.638958084516057,5,0.443536907798615,1.95677285072564,0.718087061223591,8
236,"Mafindor","Sambaya","[redacted]","[redacted]",12360,42,53,1,-0.390052676200867,0.299314349889755,1.11163556575775,-0.0351054258644581,-0.84278005361557,0.631752729415894,0,-0.14396533370018,-0.214790716767311,0.326978474855423,0,1,0.243196294151708,0.118329984371512,1,0.453842092841073,0.489818588015533,0.357790347217706,0.423804467616619,1,1,21,9,28,10,1,1,21,9,28,10,0.272373540856031,0.14021031547321,1,0.47086128544308,0.0867888138862102,0.041101520756268,1,0.375963444880826,1,85,"FALSE",1,42,0,32,-0.313466234289081,7,0.489818608394671,0.151106041705398,0.369366425020057,4
239,"Mafindor","Sambaya","[redacted]","[redacted]",12390,12,23,0.428571428571429,0.30951514840126,-3.03969097137451,-2.18496012687683,-0.155473083257675,0.792491495609283,0.631752729415894,-0.197067871689796,-0.14396533370018,-0.267409950494766,-1.18592393398285,0,0,0.0694846554719166,0.0513507479348069,0.428571428571429,0.183135610659384,0.327852994391902,0.29725252676048,0.312552760576191,0.25,0.666666666666667,6,5,14,8,0.25,0.666666666666667,6,5,14,8,0.0778210116731518,0.0701051577366049,0.25,0.132642056469919,0.0482160077145612,0.0328812166050144,0.666666666666667,0.249254630328747,1,87,"FALSE",0,40,0,11.8095238095238,-0.193755108122355,9,0.327853013444458,-1.15575290528022,-1.43920748028285,4
243,"Soa","Gbamandu","[redacted]","[redacted]",12430,67,168,1,0.285284698009491,0.0425129979848862,0.227491155266762,-0.095001295208931,0.643941283226013,0.122258879244328,0,-0.14396533370018,0.471592158079147,-0.034343209117651,2,0,0.387955993051534,0.375083724045546,1,0.587679905699027,0.451136859229768,0.424549521837519,0.437843190533644,1,1,38,22,101,55,1,1,38,22,101,55,0.492866407263295,0.505758637956935,1,0.666208348406743,0.212150433944069,0.226058364159474,1,0.479402932701181,1,63,"FALSE",1,37,0,78.6666666666667,-0.206358149112102,8,0.451136879043702,0.852763034048435,0.00605484775472238,4
244,"Soa","Fuero","[redacted]","[redacted]",12441,173,341,1,0.39798030257225,0.5144944190979,-0.167216196656227,-0.142333537340164,0.261748135089874,0.631752729415894,-0.197067871689796,-0.14396533370018,0.166538864374161,0.374189585447311,1,2,1,0.761330654163876,1,0.920443551387959,0.494872828487675,0.37955600463951,0.437214416563593,1,1,42,116,59,251,1,1,42,116,59,251,0.544747081712063,0.295443164747121,1,0.613396748819728,1,1,1,1,0,128,"FALSE",1,61,1,171.666666666667,-0.097341903033238,9,0.494872850869668,1.92533815182456,-0.144916068954338,4
246,"Soa","Kainkordu","[redacted]","[redacted]",12460,143,280,0.571428571428571,0.334288716316223,0.211360916495323,0.577359735965729,-0.179124280810356,-0.196583583950996,0.339855194091797,-0.197067871689796,0,0.166878968477249,0.160833239555359,1,1,0.828025477707006,0.62513954007591,0.571428571428571,0.674864529737163,0.472031706804123,0.391182316124693,0.431607011464408,0.5,0.666666666666667,64,75,161,108,0.5,0.666666666666667,64,75,161,108,0.830090791180286,0.806209313970957,0.5,0.712100035050414,0.723240115718419,0.443896424167694,0.666666666666667,0.611267735517593,1,173,"TRUE",1,73,0,141.190476190476,-0.448834987719412,7,0.472031729527724,0.71058405147782,0.231843556834176,8
247,"Soa","Manjama","[redacted]","[redacted]",12470,28,53,0.285714285714286,-3.59189414978027,0.458267211914062,0,-0.134778290987015,-3.18111252784729,-1.65575504302979,0,0,-3.02960562705994,-0.584540963172913,0,0,0.162130862767805,0.118329984371512,0.285714285714286,0.188725044284534,0.392234775647411,0.0102949692732283,0.20126487246032,0.25,0.333333333333333,10,11,21,21,0.25,0.333333333333333,10,11,21,21,0.12970168612192,0.105157736604907,0.25,0.161619807575609,0.106075216972035,0.0863131935881628,0.333333333333333,0.175240581297844,1,115,"FALSE",0,33,0,27.0952380952381,-0.00359396744448073,9,0.392234793849548,-1.24982585875557,0.769981328022443,4
