"community_code","chiefdom","phu","community","cahw","id","n_reports","n_animals","findable","as_final_score_r1","as_final_score_r2","mfu_final_score_r1","mfu_final_score_r2","fr_final_score_r1","fr_final_score_r2","sao_final_score_r1","sao_final_score_r2","final_score_r1","final_score_r2","tier_r1","tier_r2","n_reports_std","n_animals_std","findable_std","y_effort_avg","y_qual_2","y_qual_1","y_qual_avg","findable_FALSE","findable_TRUE","n_reports_FALSE","n_reports_TRUE","n_animals_FALSE","n_animals_TRUE","findable_1","findable_2","n_reports_1","n_reports_2","n_animals_1","n_animals_2","n_reports_1_std","n_animals_1_std","findable_1_std","y_effort_1","n_reports_2_std","n_animals_2_std","findable_2_std","y_effort_2","t1_COMC","t1_block","primary_stratum","t3_P4P","t2t3_block","t2_CM","n_all","embedded","conscientiousness","final_score_r2_rescaled","y_anderson","final_score_r2_anderson","ipw"
2,"Fiama","Kpetema","[redacted]","[redacted]",10020,0,0,0.857142857142857,-0.118593201041222,0.297561079263687,-2.18496012687683,0,-0.118593201041222,-1.88092172145844,-0.197067871689796,-0.14396533370018,-0.863798081874847,-0.757314145565033,0,0,0,0,0.857142857142857,0.285714285714286,0.373738330155388,0.227292105803835,0.300515217979611,1,0.666666666666667,NA,NA,NA,NA,1,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0,0.666666666666667,0.222222222222222,1,72,"FALSE",0,31,1,0.285714285714286,-0.359522052542138,8,0.373738352100163,-0.459378809418376,0.825695472858891,4
3,"Fiama","Kpetema","[redacted]","[redacted]",10030,0,0,0.285714285714286,-3.59189414978027,-3.03969097137451,0,0,-3.18111252784729,-2.2978367805481,0,0,-3.02960562705994,-2.33617925643921,0,0,0,0,0.285714285714286,0.0952380952380952,0.204711030305711,0.0102949692732283,0.10750299978947,0.25,0.333333333333333,NA,NA,NA,NA,0.25,0.333333333333333,0,0,0,0,0,0,0.25,0.0833333333333333,0,0,0.333333333333333,0.111111111111111,1,97,"FALSE",0,45,1,0.0952380952380952,-0.00492358505357426,9,0.204711040401167,-1.57732167818996,0.374084052253464,4
5,"Fiama","Kpetema","[redacted]","[redacted]",10051,70,135,1,0.245895713567734,0.369336098432541,-0.0251215472817421,-0.136256501078606,0.270496070384979,0.485803961753845,0,0,0.208755880594254,0.312497138977051,1,1,0.405327156919514,0.301406563965171,1,0.568911240294895,0.48826827009215,0.3897860907009,0.439027180396525,1,1,17,39,31,68,1,1,17,39,31,68,0.220492866407263,0.155232849273911,1,0.458575238560391,0.376084860173578,0.279490341142622,1,0.551858400438733,0,65,"FALSE",1,59,1,68.6666666666667,0.00471614261235384,9,0.488268291488893,0.653963871003965,0.505996260390255,4
6,"Fiama","Bombordu","[redacted]","[redacted]",10060,81,324,1,0.305377274751663,0.397367000579834,0.73271656036377,-0.0763894245028496,0.380414068698883,0.631752729415894,3.9952654838562,0,1.77040076255798,0.41476634144783,2,2,0.469021424435437,0.72337575351641,1,0.730799059317283,0.499216822713936,0.646941243655921,0.573079033184929,1,1,27,38,59,176,1,1,27,38,59,176,0.350194552529183,0.295443164747121,1,0.548545905758768,0.366441658630665,0.723386765310317,1,0.696609474646994,1,126,"FALSE",0,35,0,135.333333333333,0.201310473243044,9,0.499216844499647,1.79959302229703,0.828726089439402,4
8,"Fiama","Kpetema","[redacted]","[redacted]",10080,18,66,0.857142857142857,0.40148600935936,0.614740192890167,-2.18496012687683,-0.155473083257675,0.626918613910675,0.631752729415894,-0.197067871689796,-0.14396533370018,-0.300187408924103,0.412284106016159,0,2,0.104226983207875,0.14735432016075,0.857142857142857,0.369574720170494,0.49895108544149,0.293407503543485,0.396179294492488,0.75,1,8,7,34,21,0.75,1,8,7,34,21,0.103761348897536,0.170255383074612,0.75,0.341338910657383,0.0675024108003857,0.0863131935881628,1,0.38460520146285,1,67,"FALSE",1,20,1,28.2857142857143,0.68831565527297,9,0.498951105786992,-0.0557748013354633,-0.182530364039527,4
9,"Fiama","Bandasuma","[redacted]","[redacted]",10090,33,44,1,0.348235487937927,0.620782256126404,-0.164780303835869,-0.140691086649895,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.381505489349365,0.484352171421051,1,2,0.191082802547771,0.0982362134405002,1,0.429773005329424,0.506666417703414,0.404810972125672,0.455738694914543,1,1,12,21,15,29,1,1,12,21,15,29,0.155642023346304,0.0751126690035053,1,0.410251564116603,0.202507232401157,0.119194410193177,1,0.440567214198111,1,136,"TRUE",1,69,0,26,1.52265169768679,6,0.506666439586465,0.0944312182411896,0.552779875306649,8
10,"Fiama","Bombordu","[redacted]","[redacted]",10100,90,132,1,0.40531924366951,0.568753361701965,0.0601352378726006,-0.109484665095806,0.748800277709961,0.631752729415894,-0.197067871689796,0,0.457796454429626,0.475245803594589,2,2,0.521134916039375,0.2947086403215,1,0.605281185453625,0.505691523062112,0.417260359919821,0.461475941490967,1,1,28,45,38,73,1,1,28,45,38,73,0.363164721141375,0.190285428142213,1,0.517816716427863,0.433944069431051,0.300041101520756,1,0.577995056983936,1,121,"FALSE",0,35,1,74.3333333333333,-0.3063388385357,9,0.505691546378396,0.640827708426787,0.706093915525511,4
11,"Fiama","Bandasuma","[redacted]","[redacted]",10110,23,43,0.428571428571429,0.218267977237701,0.11790457367897,-2.18496012687683,-0.131821900606155,0.42839777469635,0.398234724998474,-0.197067871689796,-0.14396533370018,-0.470188707113266,0.103218898177147,0,1,0.13317892298784,0.0960035722259433,0.428571428571429,0.219251307928404,0.465863736643228,0.273465186629509,0.369664461636368,0.75,0,10,6,19,10,0.75,0,10,6,19,10,0.12970168612192,0.0951427140711067,0.75,0.324948133397675,0.0578592092574735,0.041101520756268,0,0.0329869100045805,1,64,"FALSE",1,41,0,22.1428571428571,0,NA,0.465863756613892,-1.03206098388527,-0.199058890113128,4
12,"Fiama","Bombordu","[redacted]","[redacted]",10121,29,32,0.714285714285714,0.237405374646187,0.33976873755455,-2.18496012687683,-0.0741721242666245,-0.419389933347702,0.544183492660522,-0.197067871689796,0,-0.83921480178833,0.352249294519424,0,2,0.167921250723799,0.0714445188658183,0.714285714285714,0.317883827958444,0.492523987315535,0.230175890342427,0.361349938828981,0.5,1,1,14,1,17,0.5,1,1,14,1,17,0.012970168612192,0.00500751126690035,0.5,0.172659226626364,0.135004821600771,0.0698725852856556,1,0.401625802295476,0,139,"TRUE",0,88,0,20.5714285714286,0.429078251690613,5,0.492524006520716,-0.538104753432223,0.830296313912829,8
13,"Fiama","Yekior","[redacted]","[redacted]",10131,145,587,1,0.388658434152603,0.361980557441711,0.690002143383026,-0.11630080640316,0.766276776790619,-0.514608442783356,-0.197067871689796,0,0.655107140541077,-0.119507029652596,2,0,0.839606253618993,1,1,0.946535417872997,0.44201954276928,0.450207678433865,0.446113610601573,1,1,29,104,39,520,1,1,29,104,39,520,0.376134889753567,0.195292939409114,1,0.52380927638756,1,1,1,1,0,138,"TRUE",0,84,1,244.333333333333,0.185550241255765,9,0.44201956335923,2.56482724401101,0.718192633706207,8
14,"Fiama","Yekior","[redacted]","[redacted]",10140,80,423,1,0.380401581525803,0.401511937379837,-0.375621676445007,-0.119573958218098,0.68326336145401,-0.169638633728027,-0.197067871689796,-0.14396533370018,0.281261056661606,-0.0157439261674881,1,0,0.463231036479444,0.944407233757536,1,0.802546090078993,0.453128028281163,0.389770687948982,0.421449358115073,1,1,46,18,184,105,1,1,46,18,184,105,0.59662775616083,0.921382073109665,1,0.839336609756832,0.17357762777242,0.431565967940814,1,0.535047865237745,1,37,"FALSE",0,20,1,168,-0.73185015815735,9,0.453128047747692,2.39799240542843,0.0254031337589189,4
15,"Fiama","Njagbwema","[redacted]","[redacted]",10150,42,144,1,0.262852013111115,0.294173091650009,0.656932771205902,-0.132244244217873,-0.928592562675476,-0.729551136493683,-0.197067871689796,0,-0.166041687130928,-0.250135987997055,0,0,0.243196294151708,0.321500334896182,1,0.521565543015963,0.428034902749412,0.353366681381712,0.390700792065562,1,1,13,21,68,55,1,1,13,21,68,55,0.168612191958496,0.340510766149224,1,0.503040986035907,0.202507232401157,0.226058364159474,1,0.476188532186877,1,133,"TRUE",1,72,1,62.3333333333333,0.0183348289578992,7,0.428034922425098,0.701379934727464,0.630017948925082,8
16,"Fiama","Njagbwema","[redacted]","[redacted]",10160,91,126,1,0.197187855839729,0.129331827163696,0.179494768381119,-0.0882822051644325,0.629684090614319,0.485803961753845,3.08956217765808,0,1.37705039978027,0.228515848517418,2,1,0.526925303995368,0.28131279303416,1,0.602746032343176,0.479277551501314,0.578096086561521,0.528686819031418,1,1,21,59,28,79,1,1,21,59,28,79,0.272373540856031,0.14021031547321,1,0.47086128544308,0.568948891031823,0.324702013974517,1,0.631216968335447,1,36,"FALSE",0,21,0,72.6666666666667,-0.553336682862386,9,0.479277572990119,0.604796150032224,0.686662193139084,4
17,"Fiama","Bandasuma","[redacted]","[redacted]",10170,99,410,1,0.43330454826355,0.193556845188141,-0.104694522917271,-0.108170710504055,0.486652761697769,0.485803961753845,-0.197067871689796,-0.14396533370018,0.301976948976517,0.184944748878479,1,1,0.573248407643312,0.915382897968297,1,0.829543768537203,0.474612994878675,0.396416728439332,0.435514861659004,1,1,46,46,212,170,1,1,46,46,212,170,0.59662775616083,1,1,0.865542585386943,0.443587270973963,0.698725852856556,1,0.714104374610173,1,120,"FALSE",1,46,0,170,-0.350556222857361,9,0.47461301628479,2.32413634752765,-0.0525002515765921,4
18,"Fiama","Yekior","[redacted]","[redacted]",10181,48,165,1,0.277039468288422,0.346174865961075,0.202229887247086,-0.125909104943275,0.321081101894379,-1.81280851364136,-0.197067871689796,0,0.254621595144272,-0.698368847370148,1,0,0.277938621887666,0.368385800401876,1,0.548774807429847,0.380048793034741,0.395637697469678,0.38784324525221,1,1,31,17,103,62,1,1,31,17,103,62,0.402075226977951,0.515773660490736,1,0.639282962489562,0.163934426229508,0.254829428688862,1,0.47292128497279,0,137,"TRUE",0,86,0,71.3333333333333,0.771181537942349,9,0.380048812203789,0.82986763823105,0.796615834588474,8
19,"Fiama","Bombordu","[redacted]","[redacted]",10190,44,130,1,0.230863004922867,0.314651072025299,0.486419171094894,-0.100568540394306,0.350205361843109,0.631752729415894,-0.197067871689796,0,0.335888266563416,0.368017464876175,1,2,0.254777070063694,0.290243357892387,1,0.515006809318694,0.494212066234674,0.409593133285751,0.451902599760213,1,1,10,26,26,83,1,1,10,26,26,83,0.12970168612192,0.130195292939409,1,0.41996565968711,0.250723240115718,0.341142622277024,1,0.530621954130914,1,137,"TRUE",0,76,0,58.3333333333333,0.211129382276461,9,0.494212087046061,0.617222886223567,0.667629735950011,8
20,"Fiama","Bombordu","[redacted]","[redacted]",10201,39,144,0.857142857142857,0.116177327930927,0.32874920964241,0.884284198284149,-0.0339322537183762,-0.848145067691803,-0.514608442783356,-0.197067871689796,0,-0.12444643676281,-0.0980176404118538,0,0,0.225825130283729,0.321500334896182,0.857142857142857,0.468156107440923,0.444320114753678,0.361783928970811,0.403052021862245,1,0.666666666666667,10,15,55,30,1,0.666666666666667,10,15,55,30,0.12970168612192,0.275413119679519,1,0.468371601933813,0.144648023143684,0.123304562268804,0.666666666666667,0.311539750693051,0,96,"FALSE",1,53,0,61.2857142857143,-0.221332366248888,5,0.44432013588338,0.42114350728532,1.15865795953349,4
21,"Fiama","Bombordu","[redacted]","[redacted]",10211,33,34,1,0.457833260297775,0.392076879739761,0.543256998062134,-0.123445436358452,0.792491495609283,0.631752729415894,-0.197067871689796,-0.14396533370018,0.65170294046402,0.32891258597374,2,1,0.191082802547771,0.0759098012949319,1,0.422330867947568,0.490025647496319,0.447524824434628,0.468775235965474,1,1,10,19,10,22,1,1,10,19,10,22,0.12970168612192,0.0500751126690035,1,0.393258932930308,0.183220829315333,0.0904233456637896,1,0.424548058326374,0,99,"FALSE",0,64,1,22.6666666666667,-0.18527763059746,9,0.490025666996831,0.0339615596673362,-0.0833882514853849,4
22,"Fiama","Kpetema","[redacted]","[redacted]",10220,6,9,0.571428571428571,0.308199256658554,0.440250068902969,-1.0482029914856,-0.155473083257675,0.792491495609283,0.369044959545135,-0.197067871689796,-0.14396533370018,0.087446466088295,0.221082493662834,1,1,0.0347423277359583,0.0200937709310114,0.571428571428571,0.208754890031847,0.478481764311167,0.356568805028903,0.417525284670035,1,0,4,0,5,0,1,0,4,0,5,0,0.0518806744487679,0.0250375563345018,1,0.358972743594423,0,0,0,0,1,135,"TRUE",0,72,0,5.19047619047619,-0.262610305736127,9,0.478481786206738,-0.962426130589208,-0.214896530777413,8
24,"Fiama","Njagbwema","[redacted]","[redacted]",10240,32,99,0.571428571428571,0.291542679071426,-3.03969097137451,0.429581314325333,-0.155473083257675,-0.0270643159747124,-2.2978367805481,0,-0.14396533370018,0.238747254014015,-2.46713399887085,1,0,0.185292414591778,0.221031480241125,0.571428571428571,0.325917488753825,0.190691518314518,0.40037995891273,0.295535738613624,0.75,0.333333333333333,20,4,64,12,0.75,0.333333333333333,20,4,64,12,0.259403372243839,0.320480721081622,0.75,0.443294697775154,0.038572806171649,0.0493218249075216,0.333333333333333,0.140409321470835,1,45,"FALSE",0,20,0,43.8571428571429,0.32446945882854,8,0.190691522258037,-0.411693047931055,-1.13101214786696,4
25,"Fiama","Kpetema","[redacted]","[redacted]",10250,0,0,0.142857142857143,-3.59189414978027,-3.03969097137451,0,-0.155473083257675,-3.18111252784729,-2.2978367805481,-0.197067871689796,-0.14396533370018,-3.09122490882874,-2.46713399887085,0,0,0,0,0.142857142857143,0.0476190476190476,0.190691518314518,0,0.0953457591572589,0.25,0,NA,NA,NA,NA,0.25,0,0,0,0,0,0,0,0.25,0.0833333333333333,0,0,0,0,1,125,"FALSE",0,29,0,0.0476190476190476,-1.1798405511845,4,0.190691522258037,-1.85680739538286,-1.13101214786696,4
27,"Fiama","Yekior","[redacted]","[redacted]",10270,148,244,1,0.3360435962677,0.601006865501404,0.679667890071869,-0.0864904522895813,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.640118956565857,0.499407529830933,2,2,0.856977417486972,0.544764456351865,1,0.800580624612945,0.508278185232278,0.448288648042692,0.478283416637485,1,1,75,54,141,83,1,1,75,54,141,83,0.972762645914397,0.706059088632949,1,0.892940578182449,0.520732883317261,0.341142622277024,1,0.620625168531429,1,138,"TRUE",1,77,0,131,-0.552015724609513,5,0.508278209167768,1.33260161593938,0.84333671903223,8
28,"Fiama","Bombordu","[redacted]","[redacted]",10280,37,104,1,0.343650162220001,0.245644092559814,-2.18496012687683,-0.155473083257675,-0.146399453282356,0.485803961753845,0,0,-0.608709096908569,0.249998316168785,0,1,0.214244354371743,0.232194686313909,1,0.482146346895217,0.481577382916779,0.260282386447463,0.370929884682121,1,1,12,24,36,57,1,1,12,24,36,57,0.155642023346304,0.180270405608413,1,0.445304142984905,0.231436837029894,0.234278668310728,1,0.488571835113541,1,43,"FALSE",1,39,1,47.3333333333333,0.00628708192710473,9,0.481577404515158,0.458250116683306,0.358034753091541,4
29,"Fiama","Njagbwema","[redacted]","[redacted]",10291,41,92,1,0.445660769939423,0.240273371338844,0.997959911823273,-0.145618423819542,-0.14688241481781,0.631752729415894,-0.197067871689796,0,0.370124042034149,0.315787702798843,1,1,0.237405906195715,0.205402991739228,1,0.480936299311648,0.488620544396751,0.421569358489523,0.455094951443137,1,1,5,24,8,56,1,1,5,24,8,56,0.0648508430609598,0.0400600901352028,1,0.368303644398721,0.231436837029894,0.230168516235101,1,0.487201784421665,0,126,"FALSE",0,64,0,44.6666666666667,0.104617414870657,9,0.488620566773805,0.386687473393677,0.394898876931705,4
30,"Fiama","Bandasuma","[redacted]","[redacted]",10301,0,0,0,-3.59189414978027,-3.03969097137451,0,-0.155473083257675,-3.18111252784729,-2.2978367805481,0,-0.14396533370018,-3.02960562705994,-2.46713399887085,0,0,0,0,0,0,0.190691518314518,0.0102949692732283,0.100493243793873,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,"FALSE",0,57,0,0,-0.440227966672807,9,0.190691522258037,-2.13629311257576,-1.13101214786696,4
32,"Fiama","Njagbwema","[redacted]","[redacted]",10321,315,2499,0.857142857142857,0.282942026853561,0.322655737400055,0.211251735687256,-0.125909104943275,-0.168755456805229,0.597786486148834,11.8466396331787,0,3.80776953697205,0.345581293106079,2,2,1,1,0.857142857142857,0.952380952380952,0.491810133281527,1,0.745905066640764,1,0.666666666666667,141,168,839,1629,1,0.666666666666667,141,168,839,1629,1,1,1,1,1,1,0.666666666666667,0.888888888888889,0,134,"TRUE",1,85,1,938.285714285714,-0.453583332135404,5,0.491810155574526,2.29227308478615,0.534931468246689,8
33,"Fiama","Njagbwema","[redacted]","[redacted]",10330,41,143,1,0.475210219621658,0.479209125041962,-0.896635353565216,-0.0984568223357201,0.687632501125336,0.631752729415894,0,0,0.224136561155319,0.440907865762711,1,2,0.237405906195715,0.319267693681625,1,0.518891199959114,0.502015436550006,0.378028642335177,0.440022039442591,1,1,16,19,61,56,1,1,16,19,61,56,0.207522697795071,0.305458187280921,1,0.504326961691998,0.183220829315333,0.230168516235101,1,0.471129781850145,1,122,"FALSE",0,47,1,61.6666666666667,-0.193755108122355,9,0.502015456963895,0.69508273212033,0.735802940127258,4
34,"Fiama","Njagbwema","[redacted]","[redacted]",10340,105,213,0.857142857142857,0.41425821185112,0.439549535512924,0.861548960208893,-0.100779712200165,0.705109000205994,0.631752729415894,-0.197067871689796,-0.14396533370018,0.692906975746155,0.359586536884308,2,2,0.60799073537927,0.475552578700603,0.857142857142857,0.646895390407577,0.493309480841692,0.457311311007232,0.475310395924462,0.75,1,40,40,102,58,0.75,1,40,40,102,58,0.518806744487679,0.510766149223836,0.75,0.593190964570505,0.38572806171649,0.238388820386354,1,0.541372294034281,1,108,"FALSE",1,31,1,106.285714285714,-0.318321780084949,7,0.493309503865409,0.854899776928337,0.0572859135377246,4
36,"Fiama","Yekior","[redacted]","[redacted]",10360,172,363,0.857142857142857,0.449967980384827,0.28094482421875,-0.053540475666523,-0.162864089012146,0.336258053779602,0.224157646298409,-0.197067871689796,0,0.258416801691055,0.147777289152145,1,1,0.995946728430805,0.810448760884126,0.857142857142857,0.887846115485929,0.470633987766344,0.392102833823932,0.431368410795138,0.75,1,84,74,206,129,0.75,1,84,74,206,129,1,1,0.75,0.916666666666667,0.713596914175506,0.530209617755857,1,0.747935510643788,1,44,"FALSE",1,22,0,178.619047619048,0.505240463727851,8,0.470634008985842,1.77871051776932,0.357150542891426,4
37,"Fiama","Yekior","[redacted]","[redacted]",10370,58,203,0.857142857142857,0.368767738342285,0.382261842489243,0.587915360927582,-0.202775463461876,0.498272180557251,0.631752729415894,-0.197067871689796,0,0.494977027177811,0.352887392044067,2,2,0.335842501447597,0.453226166555035,0.857142857142857,0.548737175048496,0.492592296863719,0.429834730577615,0.461213513720667,0.75,1,13,28,56,107,0.75,1,13,28,56,107,0.168612191958496,0.28042063094642,0.75,0.399677607634972,0.270009643201543,0.439786272092068,1,0.569931971764537,1,109,"FALSE",1,20,0,87.2857142857143,0.251508503113371,9,0.492592318822032,0.782668991116285,0.130148857308646,4
38,"Fiama","Njagbwema","[redacted]","[redacted]",10381,163,366,1,0.357926785945892,0.401993811130524,0.73271656036377,-0.124430902302265,0.63749772310257,0.631752729415894,0,-0.14396533370018,0.65904700756073,0.332818627357483,2,2,0.943833236826867,0.817146684527797,1,0.920326640451555,0.490443812901428,0.454401124642442,0.472422468771935,1,1,32,101,58,219,1,1,32,101,58,219,0.415045395590143,0.29043565348022,1,0.568493683023454,0.973963355834137,0.900123304562269,1,0.958028886798802,0,67,"FALSE",1,65,0,176.666666666667,-0.577600555248773,9,0.490443832975629,2.07408500178663,-0.0853845336939985,4
39,"Fiama","Bandasuma","[redacted]","[redacted]",10391,46,136,0.714285714285714,0.319230020046234,0.426458418369293,-2.18496012687683,-0.229383051395416,-0.241739854216576,0.631752729415894,-0.197067871689796,-0.14396533370018,-0.72366189956665,0.29761865735054,0,1,0.26635784597568,0.303639205179728,0.714285714285714,0.428094255147041,0.486675438523708,0.243731039100681,0.365203238812195,0.5,1,16,17,42,40,0.5,1,16,17,42,40,0.207522697795071,0.210315473209815,0.5,0.305946057001629,0.163934426229508,0.164406083025072,1,0.442780169751527,0,133,"TRUE",1,84,0,60.9047619047619,0.539006922339796,5,0.486675457665299,0.0950337204815836,-0.652763354532685,8
40,"Fiama","Bandasuma","[redacted]","[redacted]",10400,76,112,1,0.283568978309631,0.455408751964569,0.353797495365143,-0.134778290987015,0.345911294221878,0.631752729415894,-0.197067871689796,0,0.315979450941086,0.414614528417587,1,2,0.440069484655472,0.250055816030364,1,0.563375100228612,0.49920057101067,0.4051939535166,0.452197262263635,1,1,19,55,28,79,1,1,19,55,28,79,0.246433203631647,0.14021031547321,1,0.462214506368286,0.530376084860174,0.324702013974517,1,0.61835936627823,1,139,"TRUE",0,76,1,63,0.0834762671803371,5,0.499200591972306,0.516385076782596,0.528350585397338,8
43,"Fiama","Kpetema","[redacted]","[redacted]",10431,130,330,1,0.397501081228256,0.344024628400803,1.07374358177185,-0.124430902302265,0.766276776790619,0.456614226102829,-0.197067871689796,0,0.779033780097961,0.293833643198013,2,1,0.752750434279097,0.736771600803751,1,0.829840678360949,0.486270225923889,0.470716557239727,0.478493391581808,1,1,56,74,138,192,1,1,56,74,138,192,0.72632944228275,0.691036554832248,1,0.805788665704999,0.713596914175506,0.789149198520346,1,0.834248704231951,0,135,"TRUE",1,81,0,153.666666666667,0.306832306737242,9,0.486270248402939,1.84813641817904,0.565240954768813,8
44,"Fiama","Bombordu","[redacted]","[redacted]",10440,5,7,0.857142857142857,0.213133051991463,-3.03969097137451,-2.18496012687683,-0.155473083257675,0.185413122177124,-2.2978367805481,-0.197067871689796,-0.14396533370018,-0.580684781074524,-2.46713399887085,0,0,0.0289519397799653,0.0156284885018978,0.857142857142857,0.300574428474907,0.190691518314518,0.260503239015832,0.225597378665175,1,0.666666666666667,2,2,3,2,1,0.666666666666667,2,2,3,2,0.0259403372243839,0.0150225338007011,1,0.346987623675028,0.0192864030858245,0.0082203041512536,0.666666666666667,0.231391124634582,1,34,"FALSE",0,44,1,4.28571428571429,0.499626860055804,9,0.190691522258037,-0.415798864667934,-1.13101214786696,4
45,"Fiama","Kpetema","[redacted]","[redacted]",10450,26,81,1,0.363653540611267,0.392555743455887,-0.479824393987656,-0.125909104943275,-0.287846595048904,-0.514608442783356,-0.197067871689796,-0.14396533370018,-0.191247865557671,-0.173298478126526,0,0,0.150550086855819,0.180843938379103,1,0.443798008411641,0.436260835488885,0.332720640122256,0.38449073780557,1,1,12,14,38,43,1,1,12,14,38,43,0.155642023346304,0.190285428142213,1,0.448642483829506,0.135004821600771,0.176736539251952,1,0.437247120284241,1,92,"FALSE",0,31,0,36,-0.842447533107977,5,0.436260854863285,0.316417297716205,0.0238583458174195,4
46,"Fiama","Kpetema","[redacted]","[redacted]",10460,64,135,0.857142857142857,0.254463940858841,0.264889180660248,-2.18496012687683,-0.155473083257675,0.474690318107605,0.122258879244328,-0.197067871689796,0,-0.433453768491745,0.0994241163134575,0,1,0.370584829183555,0.301406563965171,0.857142857142857,0.509711416763861,0.465457481037705,0.277774446368355,0.37161596370303,0.75,1,37,26,69,63,0.75,1,37,26,69,63,0.479896238651103,0.345518277416124,0.75,0.525138172022409,0.250723240115718,0.258939580764488,1,0.503220940293402,1,134,"TRUE",1,70,0,66.6190476190476,-0.0848098293248976,8,0.465457501657413,0.372976733312575,0.402897963212993,8
49,"Fiama","Njagbwema","[redacted]","[redacted]",10490,116,249,1,0.317589312791824,0.223066627979279,0.156759634613991,-0.142169296741486,0.0446764715015888,-0.514608442783356,-0.197067871689796,-0.14396533370018,0.135369747877121,-0.254533022642136,1,0,0.671685002895194,0.555927662424649,1,0.742537555106614,0.427564173693943,0.38094107238034,0.404252623037142,1,1,60,33,128,81,1,1,60,33,128,81,0.778210116731518,0.640961442163245,1,0.806390519631588,0.318225650916104,0.332922318125771,1,0.550382656347292,1,102,"FALSE",1,31,0,122,0.307273804804774,7,0.427564192569592,1.35482886923434,-0.12363232460131,4
50,"Gbane Kandor","Sindadu","[redacted]","[redacted]",10500,32,80,1,0.0236223675310612,0.570055663585663,0.202229887247086,-0.303293019533157,0.270490020513535,-0.00511458469554782,-0.197067871689796,0,0.119236417114735,0.112532384693623,1,1,0.185292414591778,0.178611297164546,1,0.454634570585441,0.4668608012821,0.379756088422571,0.423308444852336,1,1,10,15,28,34,1,1,10,15,28,34,0.12970168612192,0.14021031547321,1,0.42330400053171,0.144648023143684,0.139745170571311,1,0.428131064571665,1,145,"TRUE",0,67,0,37.6666666666667,0.284482336701691,4,0.466860823163518,0.311871752357313,-0.289736514433695,8
51,"Gbane Kandor","Koardu","[redacted]","[redacted]",10510,54,112,1,0.116162031888962,0.274675071239471,0.429581314325333,-0.303293019533157,0.239435344934464,-0.514608442783356,-0.197067871689796,0,0.217706263065338,-0.239466816186905,1,0,0.312680949623625,0.250055816030364,1,0.520912255217996,0.429177102831167,0.394845113339422,0.412011108085294,1,1,26,20,55,34,1,1,26,20,55,34,0.337224383916991,0.275413119679519,1,0.53754583453217,0.192864030858245,0.139745170571311,1,0.444203067143185,1,144,"TRUE",1,76,1,55.6666666666667,-0.351415771644218,8,0.429177123501494,0.51087986828812,-0.337712100115926,8
52,"Gbane Kandor","Sindadu","[redacted]","[redacted]",10521,112,117,0.857142857142857,0.334898918867111,-3.03969097137451,1.0889003276825,-0.122624211013317,0.792491495609283,-2.2978367805481,0,-0.14396533370018,0.829187870025635,-2.45276808738708,2,0,0.648523451071222,0.261219022103148,0.857142857142857,0.588961776772409,0.19222948115511,0.479902419392172,0.336065950273641,1,0.666666666666667,26,53,30,54,1,0.666666666666667,26,53,30,54,0.337224383916991,0.150225338007011,1,0.495816573974667,0.511089681774349,0.221948212083847,0.666666666666667,0.466568186841621,0,140,"TRUE",1,80,1,76.6190476190476,-0.124899910508583,8,0.192229482265819,0.276142711867587,-0.95079567229555,8
53,"Gbane Kandor","Koardu","[redacted]","[redacted]",10530,61,175,0.714285714285714,0.17789962887764,0.24385030567646,0.0506622642278671,-0.106199771165848,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.373013973236084,0.334591150283813,1,2,0.353213665315576,0.390712212547444,0.714285714285714,0.486070530716245,0.49063356982454,0.407167379485355,0.448900474654947,0.5,1,14,28,45,74,0.5,1,14,28,45,74,0.181582360570687,0.225338007010516,0.5,0.302306789193734,0.270009643201543,0.304151253596383,1,0.524720298932642,1,148,"TRUE",0,79,0,78.9047619047619,0.180309748001851,9,0.490633592558698,0.334618940165846,0.61238870800928,8
54,"Gbane Kandor","Sindadu","[redacted]","[redacted]",10541,53,106,0.857142857142857,0.283711135387421,-0.0373359471559525,-2.18496012687683,-0.119996301829815,0.283711135387421,-0.514608442783356,0,2.15216541290283,-0.443859130144119,0.645457684993744,0,2,0.306890561667632,0.236659968743023,0.857142857142857,0.466897795851171,0.523913768284568,0.279620418681025,0.401767093482797,0.75,1,12,31,22,59,0.75,1,12,31,22,59,0.155642023346304,0.110165247871808,0.75,0.33860242373937,0.29893924783028,0.242498972461981,1,0.51381274009742,0,147,"TRUE",0,86,1,53.2857142857143,0.192316914076594,7,0.523913784955951,0.194862119201162,10.3094946829338,8
